Hour,Temperature,Apparent Temperature,Wind,Relative Humidity,Date
04:51,3°C,0°C,Variable à 11 Km/h,48%,2016-01-17
05:51,2°C,-1°C,330°11 Km/h,52%,2016-01-17
06:51,2°C,-2°C,10°13 Km/h,52%,2016-01-17
07:51,2°C,-2°C,20°15 Km/h,48%,2016-01-17
08:51,2°C,-2°C,60°13 Km/h,52%,2016-01-17
09:51,2°C,-1°C,30°11 Km/h,48%,2016-01-17
10:51,2°C,-2°C,60°15 Km/h,48%,2016-01-17
11:51,2°C,0°C,Variable à 7 Km/h,48%,2016-01-17
12:51,2°C,-1°C,Variable à 9 Km/h,48%,2016-01-17
13:51,2°C,-2°C,10°13 Km/h,48%,2016-01-17
14:51,1°C,-2°C,Variable à 11 Km/h,56%,2016-01-17
15:51,-1°C,-5°C,Variable à 11 Km/h,80%,2016-01-17
16:51,-1°C,-3°C,Variable à 6 Km/h,86%,2016-01-17
17:51,-1°C,-1°C,Calme,86%,2016-01-17
18:51,-1°C,-4°C,360°9 Km/h,80%,2016-01-17
19:07,-1°C,-1°C,Calme,80%,2016-01-17
19:51,-1°C,-3°C,Variable à 6 Km/h,80%,2016-01-17
20:10,-1°C,-1°C,Calme,80%,2016-01-17
20:36,-1°C,-4°C,310°9 Km/h,80%,2016-01-17
20:51,-1°C,-4°C,Variable à 7 Km/h,80%,2016-01-17
21:33,-1°C,-1°C,Calme,80%,2016-01-17
21:51,-1°C,-3°C,290°6 Km/h,80%,2016-01-17
22:51,-1°C,-1°C,Calme,80%,2016-01-17
23:51,-1°C,-1°C,Calme,80%,2016-01-17
00:51,-1°C,-4°C,Variable à 7 Km/h,75%,2016-01-18
01:51,-1°C,-1°C,Calme,80%,2016-01-18
02:51,-1°C,-4°C,Variable à 9 Km/h,80%,2016-01-18
03:51,-1°C,-7°C,280°26 Km/h,59%,2016-01-18
04:51,-2°C,-8°C,290°20 Km/h,43%,2016-01-18
05:51,-3°C,-10°C,290°24 Km/h,36%,2016-01-18
06:32,-6°C,-13°C,310°22 Km/h,74%,2016-01-18
06:43,-5°C,-12°C,310°26 Km/h,63%,2016-01-18
06:51,-5°C,-12°C,310°20 Km/h,58%,2016-01-18
07:51,-6°C,-12°C,300°17 Km/h,54%,2016-01-18
08:51,-5°C,-8°C,"Variable à 7 Km/h, 37 km/h Rafales de Vent",42%,2016-01-18
09:51,-5°C,-5°C,Calme,42%,2016-01-18
10:51,-4°C,-10°C,280°17 Km/h,36%,2016-01-18
11:51,-3°C,-3°C,Calme,33%,2016-01-18
12:51,-3°C,-10°C,310°30 Km/h,31%,2016-01-18
13:51,-2°C,-7°C,290°17 Km/h,26%,2016-01-18
14:51,-3°C,-9°C,300°20 Km/h,28%,2016-01-18
15:51,-4°C,-12°C,280°30 Km/h,30%,2016-01-18
16:51,-5°C,-11°C,300°15 Km/h,39%,2016-01-18
17:51,-5°C,-5°C,Calme,39%,2016-01-18
18:51,-6°C,-12°C,290°17 Km/h,42%,2016-01-18
19:51,-6°C,-14°C,280°31 Km/h,42%,2016-01-18
20:51,-7°C,-14°C,290°22 Km/h,42%,2016-01-18
21:51,-7°C,-14°C,290°19 Km/h,42%,2016-01-18
22:51,-7°C,-13°C,270°13 Km/h,45%,2016-01-18
23:51,-8°C,-15°C,290°19 Km/h,49%,2016-01-18
00:51,-8°C,-16°C,280°24 Km/h,49%,2016-01-19
01:51,-8°C,-14°C,280°15 Km/h,49%,2016-01-19
02:51,-8°C,-16°C,290°22 Km/h,45%,2016-01-19
03:51,-8°C,-15°C,280°17 Km/h,49%,2016-01-19
04:51,-8°C,-15°C,290°19 Km/h,49%,2016-01-19
05:51,-8°C,-15°C,290°17 Km/h,49%,2016-01-19
06:51,-9°C,-17°C,290°20 Km/h,53%,2016-01-19
07:51,-9°C,-18°C,290°26 Km/h,53%,2016-01-19
08:51,-8°C,-15°C,300°19 Km/h,49%,2016-01-19
09:51,-7°C,-15°C,280°24 Km/h,45%,2016-01-19
10:51,-5°C,-5°C,Calme,39%,2016-01-19
11:51,-4°C,-11°C,300°26 Km/h,36%,2016-01-19
12:51,-4°C,-10°C,290°17 Km/h,39%,2016-01-19
13:51,-3°C,-9°C,310°19 Km/h,36%,2016-01-19
14:51,-3°C,-8°C,280°17 Km/h,36%,2016-01-19
15:51,-2°C,-7°C,300°15 Km/h,31%,2016-01-19
16:51,-2°C,-7°C,300°15 Km/h,31%,2016-01-19
17:51,-2°C,-2°C,Calme,31%,2016-01-19
18:51,-3°C,-7°C,"Variable à 11 Km/h, 35 km/h Rafales de Vent",33%,2016-01-19
19:51,-3°C,-9°C,310°20 Km/h,39%,2016-01-19
20:51,-3°C,-9°C,310°19 Km/h,43%,2016-01-19
21:51,-3°C,-5°C,"Variable à 6 Km/h, 35 km/h Rafales de Vent",46%,2016-01-19
22:51,-2°C,-6°C,290°11 Km/h,47%,2016-01-19
23:51,-2°C,-6°C,300°13 Km/h,47%,2016-01-19
00:51,-2°C,-2°C,Calme,51%,2016-01-20
01:51,-2°C,-6°C,270°11 Km/h,51%,2016-01-20
02:51,-2°C,-7°C,300°17 Km/h,51%,2016-01-20
03:51,-2°C,-5°C,Variable à 7 Km/h,55%,2016-01-20
04:51,-3°C,-5°C,Variable à 6 Km/h,59%,2016-01-20
05:51,-2°C,-2°C,Calme,59%,2016-01-20
06:51,-2°C,-5°C,310°9 Km/h,59%,2016-01-20
07:51,-2°C,-6°C,310°11 Km/h,59%,2016-01-20
08:51,-1°C,-5°C,320°13 Km/h,55%,2016-01-20
09:51,-1°C,-6°C,300°15 Km/h,51%,2016-01-20
10:51,1°C,-2°C,"Variable à 11 Km/h, 31 km/h Rafales de Vent",48%,2016-01-20
11:51,2°C,-1°C,Variable à 11 Km/h,44%,2016-01-20
12:51,2°C,2°C,Calme,44%,2016-01-20
13:51,2°C,-2°C,310°13 Km/h,41%,2016-01-20
14:51,2°C,0°C,Variable à 7 Km/h,44%,2016-01-20
15:51,2°C,-1°C,Variable à 9 Km/h,41%,2016-01-20
16:51,2°C,2°C,Calme,41%,2016-01-20
17:51,1°C,-1°C,300°7 Km/h,48%,2016-01-20
18:51,1°C,-2°C,Variable à 9 Km/h,48%,2016-01-20
19:51,1°C,-1°C,310°7 Km/h,48%,2016-01-20
20:51,1°C,-1°C,Variable à 6 Km/h,48%,2016-01-20
21:51,0°C,-3°C,Variable à 9 Km/h,51%,2016-01-20
22:51,-1°C,-4°C,290°9 Km/h,55%,2016-01-20
23:51,-1°C,-3°C,Variable à 6 Km/h,55%,2016-01-20
00:51,-1°C,-3°C,Variable à 6 Km/h,51%,2016-01-21
01:51,-1°C,-5°C,350°11 Km/h,51%,2016-01-21
02:51,-2°C,-5°C,360°9 Km/h,51%,2016-01-21
03:51,-2°C,-5°C,310°9 Km/h,51%,2016-01-21
04:51,-3°C,-8°C,300°13 Km/h,54%,2016-01-21
05:51,-3°C,-6°C,Variable à 7 Km/h,54%,2016-01-21
06:51,-3°C,-7°C,Variable à 11 Km/h,54%,2016-01-21
07:51,-3°C,-3°C,Calme,54%,2016-01-21
08:51,-2°C,-6°C,300°13 Km/h,51%,2016-01-21
09:51,-1°C,-3°C,"Variable à 6 Km/h, 28 km/h Rafales de Vent",43%,2016-01-21
10:51,0°C,-3°C,"Variable à 7 Km/h, 35 km/h Rafales de Vent",40%,2016-01-21
11:51,1°C,-3°C,280°15 Km/h,38%,2016-01-21
12:51,2°C,-1°C,"Variable à 9 Km/h, 26 km/h Rafales de Vent",35%,2016-01-21
13:51,2°C,-1°C,"Variable à 9 Km/h, 28 km/h Rafales de Vent",35%,2016-01-21
14:51,2°C,-2°C,310°15 Km/h,35%,2016-01-21
15:51,1°C,-1°C,Variable à 6 Km/h,41%,2016-01-21
16:51,0°C,-4°C,310°13 Km/h,40%,2016-01-21
17:51,-1°C,-1°C,Calme,43%,2016-01-21
18:51,-1°C,-6°C,310°17 Km/h,47%,2016-01-21
19:51,-1°C,-4°C,Variable à 9 Km/h,47%,2016-01-21
20:51,-2°C,-7°C,300°15 Km/h,47%,2016-01-21
21:51,-2°C,-5°C,Variable à 7 Km/h,43%,2016-01-21
22:51,-3°C,-7°C,"Variable à 9 Km/h, 26 km/h Rafales de Vent",43%,2016-01-21
23:51,-3°C,-6°C,Variable à 7 Km/h,39%,2016-01-21
00:51,-4°C,-4°C,Calme,39%,2016-01-22
01:51,-5°C,-8°C,Variable à 6 Km/h,42%,2016-01-22
02:51,-6°C,-12°C,350°15 Km/h,45%,2016-01-22
03:51,-6°C,-10°C,300°7 Km/h,45%,2016-01-22
04:51,-6°C,-6°C,Calme,49%,2016-01-22
05:51,-6°C,-11°C,Variable à 11 Km/h,49%,2016-01-22
06:51,-6°C,-13°C,10°22 Km/h,45%,2016-01-22
07:51,-6°C,-10°C,Variable à 9 Km/h,45%,2016-01-22
08:51,-5°C,-11°C,30°15 Km/h,42%,2016-01-22
09:51,-4°C,-7°C,Variable à 7 Km/h,39%,2016-01-22
10:51,-3°C,-8°C,50°17 Km/h,36%,2016-01-22
11:51,-2°C,-5°C,"Variable à 9 Km/h, 28 km/h Rafales de Vent",34%,2016-01-22
12:51,-2°C,-8°C,50°19 Km/h,37%,2016-01-22
13:51,-2°C,-2°C,Calme,34%,2016-01-22
14:51,-2°C,-6°C,Variable à 11 Km/h,34%,2016-01-22
15:51,-2°C,-6°C,Variable à 11 Km/h,34%,2016-01-22
16:51,-2°C,-5°C,Variable à 9 Km/h,37%,2016-01-22
17:51,-2°C,-4°C,Variable à 6 Km/h,37%,2016-01-22
18:51,-2°C,-6°C,20°11 Km/h,37%,2016-01-22
19:51,-2°C,-7°C,30°15 Km/h,37%,2016-01-22
20:51,-2°C,-6°C,Variable à 11 Km/h,40%,2016-01-22
21:51,-2°C,-5°C,Variable à 9 Km/h,40%,2016-01-22
22:39,-3°C,-7°C,Variable à 11 Km/h,54%,2016-01-22
22:51,-3°C,-8°C,60°13 Km/h,59%,2016-01-22
23:03,-3°C,-8°C,60°15 Km/h,59%,2016-01-22
23:24,-3°C,-8°C,60°15 Km/h,64%,2016-01-22
23:51,-3°C,-8°C,70°17 Km/h,69%,2016-01-22
00:51,8°C,7°C,Variable à 7 Km/h,53%,2016-01-27
01:51,8°C,8°C,Calme,53%,2016-01-27
02:51,7°C,5°C,Variable à 9 Km/h,57%,2016-01-27
03:51,7°C,6°C,260°7 Km/h,61%,2016-01-27
04:51,7°C,6°C,Variable à 7 Km/h,57%,2016-01-27
05:51,6°C,6°C,Calme,57%,2016-01-27
06:51,6°C,4°C,Variable à 9 Km/h,53%,2016-01-27
07:51,6°C,3°C,290°17 Km/h,53%,2016-01-27
08:51,5°C,3°C,Variable à 7 Km/h,53%,2016-01-27
09:51,4°C,0°C,310°17 Km/h,48%,2016-01-27
10:51,5°C,1°C,290°19 Km/h,42%,2016-01-27
11:51,6°C,3°C,280°15 Km/h,39%,2016-01-27
12:51,7°C,4°C,310°17 Km/h,34%,2016-01-27
13:51,7°C,4°C,310°15 Km/h,34%,2016-01-27
14:51,7°C,5°C,300°9 Km/h,34%,2016-01-27
15:51,7°C,4°C,310°19 Km/h,31%,2016-01-27
16:51,6°C,3°C,310°17 Km/h,36%,2016-01-27
17:51,5°C,3°C,310°7 Km/h,42%,2016-01-27
18:51,5°C,2°C,300°13 Km/h,39%,2016-01-27
19:51,4°C,4°C,Calme,45%,2016-01-27
20:51,3°C,2°C,Variable à 6 Km/h,48%,2016-01-27
21:51,3°C,0°C,350°9 Km/h,48%,2016-01-27
22:51,2°C,-1°C,40°11 Km/h,52%,2016-01-27
23:51,2°C,0°C,10°7 Km/h,48%,2016-01-27
00:51,1°C,1°C,Calme,56%,2016-01-28
01:51,1°C,-1°C,20°6 Km/h,48%,2016-01-28
02:51,1°C,-1°C,150°6 Km/h,51%,2016-01-28
03:51,1°C,1°C,Calme,51%,2016-01-28
04:51,1°C,-2°C,190°9 Km/h,48%,2016-01-28
05:51,1°C,1°C,Calme,48%,2016-01-28
06:51,1°C,-1°C,180°6 Km/h,56%,2016-01-28
07:51,1°C,1°C,Calme,65%,2016-01-28
08:51,2°C,2°C,Calme,60%,2016-01-28
09:51,2°C,0°C,Variable à 6 Km/h,60%,2016-01-28
10:51,4°C,1°C,240°15 Km/h,52%,2016-01-28
11:51,4°C,1°C,Variable à 11 Km/h,48%,2016-01-28
12:51,5°C,2°C,260°17 Km/h,39%,2016-01-28
13:51,5°C,1°C,260°22 Km/h,39%,2016-01-28
14:51,6°C,3°C,250°19 Km/h,39%,2016-01-28
15:51,5°C,5°C,Calme,42%,2016-01-28
16:51,4°C,2°C,Variable à 9 Km/h,45%,2016-01-28
17:51,4°C,2°C,Variable à 7 Km/h,45%,2016-01-28
18:51,5°C,3°C,260°9 Km/h,42%,2016-01-28
19:51,4°C,3°C,Variable à 6 Km/h,45%,2016-01-28
20:51,4°C,2°C,Variable à 7 Km/h,48%,2016-01-28
21:51,4°C,4°C,Calme,48%,2016-01-28
22:51,4°C,3°C,Variable à 6 Km/h,48%,2016-01-28
23:51,4°C,3°C,250°6 Km/h,48%,2016-01-28
00:51,4°C,2°C,Variable à 7 Km/h,48%,2016-01-29
01:51,3°C,2°C,Variable à 6 Km/h,52%,2016-01-29
02:51,3°C,3°C,Calme,52%,2016-01-29
03:51,3°C,3°C,Calme,52%,2016-01-29
04:51,3°C,0°C,280°11 Km/h,52%,2016-01-29
05:51,3°C,1°C,280°7 Km/h,52%,2016-01-29
06:51,2°C,0°C,270°7 Km/h,56%,2016-01-29
07:51,2°C,-1°C,290°11 Km/h,56%,2016-01-29
08:51,3°C,0°C,Variable à 9 Km/h,52%,2016-01-29
09:51,3°C,1°C,Variable à 7 Km/h,52%,2016-01-29
10:51,3°C,-1°C,280°15 Km/h,56%,2016-01-29
11:51,4°C,0°C,270°19 Km/h,56%,2016-01-29
12:51,4°C,1°C,"Variable à 11 Km/h, 30 km/h Rafales de Vent",61%,2016-01-29
13:51,4°C,0°C,300°17 Km/h,56%,2016-01-29
14:51,4°C,2°C,"Variable à 7 Km/h, 30 km/h Rafales de Vent",56%,2016-01-29
15:51,4°C,0°C,310°19 Km/h,56%,2016-01-29
16:51,4°C,0°C,310°22 Km/h,45%,2016-01-29
17:51,3°C,-2°C,320°22 Km/h,41%,2016-01-29
18:51,2°C,-2°C,320°13 Km/h,48%,2016-01-29
19:51,2°C,-2°C,310°17 Km/h,48%,2016-01-29
20:51,1°C,-4°C,310°20 Km/h,51%,2016-01-29
21:51,1°C,-3°C,310°17 Km/h,48%,2016-01-29
22:51,0°C,-4°C,310°13 Km/h,51%,2016-01-29
23:51,-1°C,-6°C,290°15 Km/h,55%,2016-01-29
00:51,-2°C,-8°C,310°19 Km/h,55%,2016-01-30
01:51,-2°C,-6°C,Variable à 11 Km/h,55%,2016-01-30
02:51,-2°C,-5°C,Variable à 7 Km/h,55%,2016-01-30
03:51,-2°C,-8°C,290°19 Km/h,55%,2016-01-30
04:51,-2°C,-6°C,290°13 Km/h,59%,2016-01-30
05:51,-2°C,-5°C,Variable à 9 Km/h,59%,2016-01-30
06:51,-2°C,-2°C,Calme,59%,2016-01-30
07:51,-2°C,-5°C,270°9 Km/h,59%,2016-01-30
08:51,-1°C,-5°C,Variable à 11 Km/h,55%,2016-01-30
09:51,-1°C,-3°C,Variable à 6 Km/h,55%,2016-01-30
10:51,1°C,-1°C,Variable à 6 Km/h,48%,2016-01-30
11:51,2°C,0°C,260°7 Km/h,48%,2016-01-30
12:51,2°C,-1°C,240°9 Km/h,48%,2016-01-30
13:51,3°C,1°C,260°7 Km/h,45%,2016-01-30
14:51,4°C,2°C,"Variable à 9 Km/h, 30 km/h Rafales de Vent",42%,2016-01-30
15:51,4°C,1°C,240°11 Km/h,42%,2016-01-30
16:51,3°C,1°C,Variable à 7 Km/h,41%,2016-01-30
17:51,4°C,3°C,Variable à 6 Km/h,36%,2016-01-30
18:51,4°C,0°C,250°20 Km/h,39%,2016-01-30
19:51,4°C,0°C,250°20 Km/h,39%,2016-01-30
20:51,4°C,0°C,230°17 Km/h,42%,2016-01-30
21:51,3°C,0°C,230°13 Km/h,45%,2016-01-30
22:51,3°C,-1°C,250°17 Km/h,48%,2016-01-30
23:51,3°C,-1°C,230°19 Km/h,52%,2016-01-30
00:51,3°C,1°C,Variable à 7 Km/h,56%,2016-01-31
01:51,3°C,1°C,250°7 Km/h,56%,2016-01-31
02:51,3°C,0°C,Variable à 9 Km/h,60%,2016-01-31
03:51,3°C,0°C,Variable à 9 Km/h,60%,2016-01-31
04:51,3°C,-1°C,240°15 Km/h,60%,2016-01-31
05:51,3°C,0°C,260°11 Km/h,60%,2016-01-31
06:51,4°C,2°C,"Variable à 9 Km/h, 26 km/h Rafales de Vent",56%,2016-01-31
07:51,3°C,0°C,250°13 Km/h,60%,2016-01-31
08:51,4°C,1°C,250°13 Km/h,56%,2016-01-31
09:51,5°C,3°C,Variable à 9 Km/h,53%,2016-01-31
10:51,7°C,5°C,260°13 Km/h,46%,2016-01-31
11:51,9°C,8°C,Variable à 9 Km/h,40%,2016-01-31
12:51,11°C,11°C,270°6 Km/h,35%,2016-01-31
13:51,12°C,12°C,260°11 Km/h,33%,2016-01-31
14:51,13°C,13°C,Calme,33%,2016-01-31
15:51,13°C,13°C,Calme,33%,2016-01-31
16:51,9°C,8°C,160°6 Km/h,50%,2016-01-31
17:51,8°C,7°C,Variable à 7 Km/h,62%,2016-01-31
18:51,8°C,6°C,150°9 Km/h,71%,2016-01-31
19:51,9°C,9°C,Calme,66%,2016-01-31
20:51,11°C,11°C,240°13 Km/h,50%,2016-01-31
21:51,12°C,12°C,Calme,51%,2016-01-31
22:51,11°C,11°C,Variable à 7 Km/h,54%,2016-01-31
23:51,11°C,11°C,250°11 Km/h,54%,2016-01-31
00:51,10°C,8°C,250°13 Km/h,58%,2016-02-01
01:51,10°C,9°C,260°9 Km/h,58%,2016-02-01
02:51,10°C,8°C,250°13 Km/h,58%,2016-02-01
03:51,10°C,9°C,Variable à 9 Km/h,58%,2016-02-01
04:51,10°C,8°C,260°13 Km/h,58%,2016-02-01
05:51,10°C,8°C,"Variable à 11 Km/h, 26 km/h Rafales de Vent",58%,2016-02-01
06:51,9°C,8°C,Variable à 9 Km/h,62%,2016-02-01
07:51,10°C,8°C,240°13 Km/h,58%,2016-02-01
08:51,11°C,11°C,Variable à 9 Km/h,54%,2016-02-01
09:51,11°C,11°C,250°11 Km/h,58%,2016-02-01
10:51,13°C,13°C,280°9 Km/h,51%,2016-02-01
11:51,14°C,14°C,Calme,48%,2016-02-01
12:51,15°C,15°C,Variable à 11 Km/h,48%,2016-02-01
13:51,14°C,14°C,Variable à 11 Km/h,51%,2016-02-01
14:51,13°C,13°C,Variable à 6 Km/h,51%,2016-02-01
15:51,12°C,12°C,"Variable à 11 Km/h, 31 km/h Rafales de Vent",47%,2016-02-01
16:51,11°C,11°C,350°6 Km/h,47%,2016-02-01
17:51,11°C,11°C,290°6 Km/h,44%,2016-02-01
18:51,11°C,11°C,Variable à 11 Km/h,41%,2016-02-01
19:51,10°C,8°C,Variable à 11 Km/h,43%,2016-02-01
20:51,9°C,8°C,Variable à 7 Km/h,40%,2016-02-01
21:51,8°C,8°C,Calme,43%,2016-02-01
22:51,8°C,6°C,Variable à 9 Km/h,46%,2016-02-01
23:51,7°C,5°C,Variable à 9 Km/h,46%,2016-02-01
00:51,6°C,3°C,50°13 Km/h,49%,2016-02-02
01:51,6°C,4°C,Variable à 11 Km/h,42%,2016-02-02
02:51,5°C,2°C,340°11 Km/h,49%,2016-02-02
03:51,4°C,4°C,Calme,52%,2016-02-02
04:51,4°C,3°C,Variable à 6 Km/h,52%,2016-02-02
05:51,4°C,4°C,Calme,52%,2016-02-02
06:51,4°C,2°C,Variable à 7 Km/h,52%,2016-02-02
07:51,4°C,2°C,300°7 Km/h,56%,2016-02-02
08:51,4°C,2°C,290°7 Km/h,56%,2016-02-02
09:51,6°C,6°C,Calme,53%,2016-02-02
10:51,8°C,6°C,10°11 Km/h,40%,2016-02-02
11:51,9°C,8°C,Variable à 7 Km/h,40%,2016-02-02
12:51,9°C,7°C,Variable à 11 Km/h,37%,2016-02-02
13:51,9°C,8°C,60°7 Km/h,40%,2016-02-02
14:51,9°C,9°C,Calme,37%,2016-02-02
15:51,9°C,8°C,60°6 Km/h,37%,2016-02-02
16:51,9°C,9°C,Calme,34%,2016-02-02
17:51,8°C,8°C,Calme,43%,2016-02-02
18:51,7°C,5°C,160°9 Km/h,53%,2016-02-02
19:51,7°C,6°C,150°7 Km/h,49%,2016-02-02
20:51,7°C,7°C,Calme,53%,2016-02-02
22:02,6°C,6°C,Calme,57%,2016-02-02
22:51,6°C,5°C,220°6 Km/h,57%,2016-02-02
23:51,6°C,6°C,Calme,57%,2016-02-02
00:51,6°C,6°C,Calme,57%,2016-02-03
01:51,7°C,5°C,170°9 Km/h,57%,2016-02-03
02:51,6°C,4°C,180°11 Km/h,71%,2016-02-03
03:51,7°C,7°C,Calme,71%,2016-02-03
04:51,7°C,5°C,150°13 Km/h,71%,2016-02-03
05:51,8°C,7°C,Variable à 7 Km/h,71%,2016-02-03
06:51,9°C,7°C,Variable à 11 Km/h,71%,2016-02-03
07:21,9°C,7°C,140°15 Km/h,71%,2016-02-03
07:51,9°C,8°C,Variable à 9 Km/h,76%,2016-02-03
08:51,10°C,9°C,"Variable à 9 Km/h, 31 km/h Rafales de Vent",76%,2016-02-03
09:33,10°C,10°C,Calme,82%,2016-02-03
09:51,10°C,8°C,170°19 Km/h,82%,2016-02-03
10:01,11°C,11°C,180°11 Km/h,77%,2016-02-03
10:51,12°C,12°C,"Variable à 9 Km/h, 41 km/h Rafales de Vent",77%,2016-02-03
11:06,12°C,12°C,180°17 Km/h,77%,2016-02-03
11:51,12°C,12°C,170°17 Km/h,77%,2016-02-03
12:18,12°C,12°C,180°17 Km/h,82%,2016-02-03
12:51,12°C,12°C,180°13 Km/h,82%,2016-02-03
13:28,12°C,12°C,180°13 Km/h,88%,2016-02-03
13:38,12°C,12°C,170°13 Km/h,94%,2016-02-03
13:51,13°C,13°C,180°19 Km/h,88%,2016-02-03
14:28,13°C,13°C,180°15 Km/h,88%,2016-02-03
14:35,13°C,13°C,170°11 Km/h,88%,2016-02-03
14:51,14°C,14°C,170°11 Km/h,88%,2016-02-03
15:08,14°C,14°C,170°11 Km/h,88%,2016-02-03
15:31,14°C,14°C,170°9 Km/h,88%,2016-02-03
15:51,14°C,14°C,170°11 Km/h,88%,2016-02-03
16:43,13°C,13°C,150°7 Km/h,94%,2016-02-03
16:51,13°C,13°C,Variable à 6 Km/h,94%,2016-02-03
16:58,13°C,13°C,150°9 Km/h,94%,2016-02-03
17:08,13°C,13°C,Variable à 6 Km/h,94%,2016-02-03
17:27,13°C,13°C,150°11 Km/h,94%,2016-02-03
17:35,13°C,13°C,Variable à 9 Km/h,94%,2016-02-03
17:51,13°C,13°C,180°11 Km/h,94%,2016-02-03
18:51,13°C,13°C,Variable à 9 Km/h,94%,2016-02-03
19:18,13°C,13°C,180°22 Km/h,94%,2016-02-03
19:51,13°C,13°C,170°24 Km/h,94%,2016-02-03
20:51,14°C,14°C,Calme,88%,2016-02-03
21:51,14°C,14°C,220°6 Km/h,82%,2016-02-03
22:51,14°C,14°C,Calme,88%,2016-02-03
23:51,14°C,14°C,Variable à 6 Km/h,88%,2016-02-03
00:27,14°C,14°C,"Variable à 7 Km/h, 26 km/h Rafales de Vent",88%,2016-02-04
00:51,14°C,14°C,Calme,88%,2016-02-04
01:51,14°C,14°C,220°6 Km/h,88%,2016-02-04
02:43,14°C,14°C,240°7 Km/h,88%,2016-02-04
02:51,14°C,14°C,Variable à 7 Km/h,88%,2016-02-04
03:51,14°C,14°C,220°11 Km/h,88%,2016-02-04
04:31,14°C,14°C,"Variable à 9 Km/h, 30 km/h Rafales de Vent",88%,2016-02-04
04:51,14°C,14°C,Variable à 11 Km/h,94%,2016-02-04
05:51,14°C,14°C,250°9 Km/h,94%,2016-02-04
06:27,13°C,13°C,290°11 Km/h,94%,2016-02-04
06:42,13°C,13°C,270°6 Km/h,94%,2016-02-04
06:51,13°C,13°C,280°6 Km/h,94%,2016-02-04
07:22,13°C,13°C,Variable à 9 Km/h,94%,2016-02-04
07:51,12°C,12°C,310°13 Km/h,88%,2016-02-04
08:00,11°C,11°C,"Variable à 7 Km/h, 30 km/h Rafales de Vent",72%,2016-02-04
08:42,11°C,11°C,310°15 Km/h,67%,2016-02-04
08:51,11°C,11°C,300°9 Km/h,67%,2016-02-04
09:51,11°C,11°C,Variable à 6 Km/h,54%,2016-02-04
10:51,11°C,11°C,310°17 Km/h,50%,2016-02-04
11:51,12°C,12°C,Variable à 11 Km/h,47%,2016-02-04
12:51,11°C,11°C,Variable à 6 Km/h,50%,2016-02-04
13:51,11°C,11°C,310°15 Km/h,44%,2016-02-04
14:51,11°C,11°C,Calme,47%,2016-02-04
15:51,11°C,11°C,360°13 Km/h,44%,2016-02-04
16:51,10°C,10°C,Calme,43%,2016-02-04
17:51,10°C,9°C,300°7 Km/h,43%,2016-02-04
18:51,9°C,8°C,Variable à 6 Km/h,46%,2016-02-04
19:51,9°C,9°C,Calme,46%,2016-02-04
20:51,8°C,5°C,10°15 Km/h,53%,2016-02-04
21:51,8°C,5°C,50°15 Km/h,50%,2016-02-04
22:51,7°C,4°C,30°19 Km/h,53%,2016-02-04
23:51,7°C,4°C,20°20 Km/h,49%,2016-02-04
00:51,5°C,3°C,Variable à 9 Km/h,61%,2016-02-05
01:51,4°C,0°C,30°22 Km/h,65%,2016-02-05
02:51,3°C,-1°C,40°15 Km/h,75%,2016-02-05
03:40,2°C,-2°C,40°13 Km/h,81%,2016-02-05
03:55,1°C,-2°C,"Variable à 9 Km/h, 28 km/h Rafales de Vent",87%,2016-02-05
04:17,1°C,-3°C,30°15 Km/h,87%,2016-02-05
04:51,1°C,1°C,Calme,87%,2016-02-05
05:35,1°C,-1°C,Variable à 7 Km/h,87%,2016-02-05
05:51,1°C,-2°C,"Variable à 9 Km/h, 35 km/h Rafales de Vent",87%,2016-02-05
06:51,0°C,-5°C,10°17 Km/h,87%,2016-02-05
07:51,0°C,-6°C,40°22 Km/h,87%,2016-02-05
08:00,0°C,-5°C,30°20 Km/h,87%,2016-02-05
08:16,-1°C,-7°C,30°20 Km/h,93%,2016-02-05
08:26,-1°C,-6°C,20°17 Km/h,93%,2016-02-05
08:51,-1°C,-5°C,40°13 Km/h,93%,2016-02-05
09:01,-1°C,-6°C,30°17 Km/h,93%,2016-02-05
09:15,-1°C,-7°C,10°24 Km/h,93%,2016-02-05
09:17,-1°C,-6°C,30°17 Km/h,93%,2016-02-05
09:28,-1°C,-6°C,20°15 Km/h,93%,2016-02-05
09:42,0°C,-3°C,Variable à 9 Km/h,87%,2016-02-05
09:51,-1°C,-1°C,Calme,93%,2016-02-05
10:17,0°C,-4°C,Variable à 11 Km/h,87%,2016-02-05
10:51,-1°C,-4°C,"Variable à 9 Km/h, 33 km/h Rafales de Vent",93%,2016-02-05
11:25,0°C,-3°C,Variable à 9 Km/h,87%,2016-02-05
11:37,0°C,-6°C,10°22 Km/h,87%,2016-02-05
11:51,0°C,-5°C,10°20 Km/h,80%,2016-02-05
12:05,0°C,-3°C,"Variable à 9 Km/h, 35 km/h Rafales de Vent",87%,2016-02-05
12:33,1°C,-3°C,300°13 Km/h,81%,2016-02-05
12:42,1°C,1°C,Calme,81%,2016-02-05
12:51,1°C,-1°C,Variable à 7 Km/h,81%,2016-02-05
13:51,3°C,0°C,300°9 Km/h,65%,2016-02-05
14:51,4°C,0°C,300°17 Km/h,48%,2016-02-05
15:51,4°C,0°C,300°17 Km/h,42%,2016-02-05
